id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths
776027620120107434,Rental unit in New York · 3 bedrooms · 3 beds · 2 baths,2867137,Avi,Manhattan,Murray Hill,40.74433,-73.97167,Entire home/apt,230.0,30,2,2023-10-30,0.3,91,365,2,No License,No rating,3,3,2
689892790771456013,Rental unit in Brooklyn · ★4.54 · 1 bedroom · 3 beds · 1 bath,39449252,Igor,Brooklyn,Williamsburg,40.71321560000001,-73.95632309999999,Entire home/apt,87.0,30,81,2023-12-04,4.76,1,258,53,No License,4.54 ,1,3,1
49545608,Rental unit in Brooklyn · ★4.86 · 1 bedroom · 1 bed · 1 bath,305092694,Julia,Brooklyn,Williamsburg,40.71679,-73.95675,Entire home/apt,199.0,30,37,2023-12-01,1.14,3,269,16,No License,4.86 ,1,1,1
37245813,Rental unit in Brooklyn · ★4.33 · 1 bedroom · 1 bed · 2 shared baths,10387090,Luis Enrique,Brooklyn,Bedford-Stuyvesant,40.68316,-73.91214,Private room,44.0,30,3,2023-01-28,0.14,12,303,1,No License,4.33 ,1,1,2
36115258,Condo in Brooklyn · ★4.81 · 2 bedrooms · 2 beds · 1 bath,271663737,Forty,Brooklyn,Williamsburg,40.70587072814145,-73.95514795360758,Entire home/apt,294.0,5,183,2023-12-31,3.35,1,320,43,Exempt,4.81 ,2,2,1
294263,Rental unit in Brooklyn · ★4.85 · 1 bedroom · 2 beds · 1 bath,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,223.0,1,152,2023-12-17,1.1,30,0,10,Exempt,4.85 ,1,2,1
50762178,Rental unit in New York · ★5.0 · Studio · 1 bed · 1 bath,384532776,Nathan,Manhattan,Upper East Side,40.76117,-73.96505,Entire home/apt,98.0,30,6,2023-05-31,0.21,44,365,1,No License,5.0 ,Studio,1,1
45690330,Rental unit in Brooklyn · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,358089614,Joshua,Brooklyn,Sunset Park,40.63827,-74.0164,Private room,45.0,30,29,2023-11-25,0.74,2,361,5,No License,4.79 ,1,1,1
52754282,Townhouse in Brooklyn · ★4.95 · 1 bedroom · 2 beds · 1 bath,364495516,Edward,Brooklyn,Bedford-Stuyvesant,40.68262,-73.94142,Entire home/apt,199.0,30,21,2023-05-28,0.79,3,0,3,No License,4.95 ,1,2,1
14882046,Rental unit in New York · ★4.88 · 1 bedroom · 2 beds · 1 bath,91466201,Heidi,Manhattan,Harlem,40.80652,-73.94709,Entire home/apt,130.0,30,33,2023-08-31,0.37,1,364,4,No License,4.88 ,1,2,1
741904760414691668,Rental unit in New York · ★4.56 · 1 bedroom · 1 bed · 1 bath,308295004,Jason,Manhattan,Chelsea,40.74953,-73.99849,Entire home/apt,150.0,30,24,2023-11-07,1.77,1,0,20,No License,4.56 ,1,1,1
32943764,Rental unit in New York · ★4.60 · 2 bedrooms · 1 bed · 1 bath,247900596,Sergo,Manhattan,Harlem,40.80663,-73.94609,Entire home/apt,295.0,30,143,2023-12-06,2.44,3,0,26,No License,4.60 ,2,1,1
14882309,Home in Brooklyn · ★4.67 · 1 bedroom · 1 bed · 1 bath,92720308,Sidney,Brooklyn,Flatbush,40.63921,-73.96285,Private room,81.0,30,192,2023-10-23,2.17,3,365,9,No License,4.67 ,1,1,1
668934945181265366,Serviced apartment in New York · 1 bedroom · 1 bed · 1 bath,162280872,Urban Furnished,Manhattan,Lower East Side,40.7193634,-73.985112,Entire home/apt,129.0,30,1,2022-08-31,0.06,256,0,0,No License,No rating,1,1,1
621763568649914469,Rental unit in Brooklyn · ★4.72 · Studio · 1 bed · 1 bath,52403444,R.J,Brooklyn,Bedford-Stuyvesant,40.68972,-73.94611,Entire home/apt,128.0,1,88,2023-12-08,4.41,5,0,51,Exempt,4.72 ,Studio,1,1
11528951,Townhouse in Brooklyn · 2 bedrooms · 2 beds · 2 baths,1141610,Maria,Brooklyn,Crown Heights,40.67377,-73.92823,Entire home/apt,200.0,30,2,2023-01-04,0.12,1,363,0,No License,No rating,2,2,2
53920517,Home in Queens · ★4.93 · 2 bedrooms · 2 beds · 1 bath,434496280,Kevin,Queens,Flushing,40.74652,-73.82657,Entire home/apt,91.0,30,71,2023-12-24,2.89,1,261,38,No License,4.93 ,2,2,1
740743485713081436,Home in Queens · ★4.92 · 3 bedrooms · 3 beds · 2 baths,484176167,Gregory,Queens,St. Albans,40.68775,-73.75868,Entire home/apt,167.0,1,84,2023-12-30,6.01,1,0,71,OSE-STRREG-0000706,4.92 ,3,3,2
14826817,Home in Brooklyn · ★4.33 · 1 bedroom · 1 bed · 1 private bath,92720308,Sidney,Brooklyn,Flatbush,40.6392,-73.96256,Private room,81.0,30,134,2023-11-04,1.51,3,0,2,No License,4.33 ,1,1,1
48982500,Guesthouse in Queens · ★4.74 · 3 bedrooms · 5 beds · 1 bath,395029025,Muthanna,Queens,South Ozone Park,40.6656,-73.81383,Entire home/apt,260.0,30,132,2023-11-12,4.16,2,0,58,No License,4.74 ,3,5,1
45723636,Rental unit in Queens · ★4.81 · 2 bedrooms · 3 beds · 1 bath,127847762,Winston,Queens,Corona,40.73717,-73.86495,Entire home/apt,146.0,30,183,2023-10-27,4.63,2,0,46,No License,4.81 ,2,3,1
41322723,Rental unit in Brooklyn · ★4.90 · 3 bedrooms · 3 beds · 1 bath,2091048,Ben,Brooklyn,Williamsburg,40.71135,-73.94946,Entire home/apt,150.0,30,58,2023-11-26,1.23,1,0,24,No License,4.90 ,3,3,1
711043549546928169,Loft in Queens · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,416750758,Joel,Queens,Kew Gardens,40.70382,-73.83087,Private room,145.0,30,31,2023-09-16,2.0,1,365,23,OSE-STRREG-0000927,4.97 ,1,1,1
32847146,Rental unit in New York · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,37703550,Steve,Manhattan,Washington Heights,40.8493,-73.93821,Private room,65.0,30,79,2023-11-21,1.37,2,0,22,No License,4.91 ,1,1,1
44340470,Home in Queens · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,84562428,Liliana,Queens,Elmhurst,40.72737,-73.87623,Private room,30.0,30,42,2023-11-27,1.33,2,0,28,No License,4.93 ,1,1,1
35479956,Loft in Brooklyn · ★4.59 · 2 bedrooms · 2 beds · 1 bath,602359,Mutale,Brooklyn,Fort Greene,40.69426,-73.973,Entire home/apt,215.0,30,86,2023-10-20,1.57,2,0,15,No License,4.59 ,2,2,1
842763254864969121,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,504484716,Lazar,Brooklyn,Park Slope,40.67693617478197,-73.98281880080839,Private room,100.0,30,13,2023-07-01,1.43,1,179,13,No License,5.0 ,1,1,1
30539307,Home in Brooklyn · ★4.75 · 1 bedroom · 1 bed · 1 private bath,229149668,Paul,Brooklyn,Bedford-Stuyvesant,40.68415,-73.9565,Private room,150.0,30,83,2023-10-31,1.35,4,0,18,No License,4.75 ,1,1,1
22972832,Home in Newyork · ★4.95 · 1 bedroom · 2 beds · 1 bath,161899037,Tony,Queens,Flushing,40.75838,-73.83306,Entire home/apt,159.0,30,234,2023-11-19,3.24,7,0,34,No License,4.95 ,1,2,1
750952541234397698,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,60678479,Anthony,Brooklyn,Prospect Heights,40.67534,-73.96825,Entire home/apt,269.0,30,1,2023-01-03,0.08,1,178,0,No License,No rating,1,1,1
41692454,Home in Jamaica · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,302423456,Kerri & Andrae,Queens,Jamaica,40.67129,-73.77873,Private room,60.0,30,196,2023-11-04,4.08,3,365,58,No License,4.80 ,1,1,1
750934716608055913,Home in Queens · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,381374171,Ramneet,Queens,South Ozone Park,40.6720111,-73.811453,Private room,80.0,1,120,2024-01-04,8.41,4,301,109,OSE-STRREG-0000473,4.57 ,1,1,1
53815424,Guest suite in Staten Island · ★4.74 · 1 bedroom · 1 bed · 1 bath,435914865,Veronica,Staten Island,Arrochar,40.59139,-74.07612,Entire home/apt,199.0,2,47,2023-12-03,1.94,3,4,12,OSE-STRREG-0000334,4.74 ,1,1,1
863952239676350529,Home in Queens · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,292734612,Bangaly,Queens,Jamaica,40.6787089297774,-73.79257019679359,Private room,55.0,30,14,2023-10-30,1.57,3,364,14,No License,4.79 ,1,1,1
30749019,Home in Queens · ★4.80 · 2 bedrooms · 2 beds · 1 shared bath,230108889,Malca,Queens,Kew Gardens Hills,40.7183,-73.81433,Private room,59.0,30,5,2023-10-06,0.08,2,360,2,No License,4.80 ,2,2,1
686609873236312483,Home in Queens · ★4.18 · 1 bedroom · 1 bed · 1 shared bath,83974928,Danica,Queens,Laurelton,40.67576,-73.74598,Private room,45.0,30,17,2023-08-08,1.0,1,364,6,No License,4.18 ,1,1,1
28041818,Home in Queens · ★4.56 · 1 bedroom · 2 beds · 1 shared bath,206714649,Cando,Queens,South Ozone Park,40.67286,-73.79686,Private room,38.0,30,221,2023-12-19,3.52,3,178,28,No License,4.56 ,1,2,1
20014072,Home in Bronx · ★4.96 · 1 bedroom · 2 beds · 1.5 shared baths,15617507,Glicerda,Bronx,Morris Park,40.8509,-73.86054,Private room,45.0,1,115,2023-11-26,1.54,7,214,27,OSE-STRREG-0000331,4.96 ,1,2,1.5
968982002561156213,Home in Queens · ★5.0 · 1 bedroom · 1 bed · 1 private bath,473377607,Damian,Queens,Jamaica,40.68430635811176,-73.76161843917885,Private room,130.0,1,6,2024-01-05,4.29,1,268,6,OSE-STRREG-0000780,5.0 ,1,1,1
962488099150518505,Home in Queens · 1 bedroom · 1 bed · 1 private bath,88783527,Roxy,Queens,Rosedale,40.65479,-73.73499,Private room,47.0,30,1,2023-10-01,0.31,1,88,1,No License,No rating,1,1,1
647377860427252380,Guest suite in Queens · ★4.78 · 1 bedroom · 3 beds · 1 bath,463792653,Sakina,Queens,St. Albans,40.70576,-73.75703,Entire home/apt,75.0,30,72,2023-09-09,3.8,1,364,40,No License,4.78 ,1,3,1
949211575885214022,Townhouse in Queens · ★4.43 · 2 bedrooms · 2 beds · 1 bath,529449711,Tselanee,Queens,Arverne,40.59927124734505,-73.79098884952792,Private room,279.0,30,7,2023-10-23,1.43,1,269,7,No License,4.43 ,2,2,1
939801083946865843,Home in The Bronx · ★4.62 · 1 bedroom · 1 bed · 1 private bath,429935341,Criss,Bronx,Parkchester,40.830412,-73.87658809999999,Private room,74.0,30,13,2023-12-10,2.42,6,90,13,No License,4.62 ,1,1,1
710390925155739661,Rental unit in The Bronx · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,274452385,Koffi,Bronx,Belmont,40.85476,-73.88898,Private room,83.0,30,29,2023-09-01,1.92,3,365,19,No License,4.86 ,1,1,1
897441573868841487,Home in Queens · ★4.66 · 1 bedroom · 3 beds · 1 bath,469322297,Steven,Queens,Ozone Park,40.68444,-73.8392,Entire home/apt,81.0,30,29,2024-01-03,4.2,2,365,29,No License,4.66 ,1,3,1
786351045272502197,Rental unit in The Bronx · 1 bedroom · 1 bed · 1 shared bath,492049263,Tulio,Bronx,Wakefield,40.899138775106906,-73.85618397448106,Private room,60.0,30,2,2023-01-03,0.16,4,339,0,No License,No rating,1,1,1
730333681067449025,Rental unit in Queens · ★4.90 · 1 bedroom · 1 bed · 1 bath,448752983,Marcia,Queens,Rosedale,40.65165,-73.73117,Entire home/apt,95.0,30,10,2023-08-19,0.75,2,90,8,No License,4.90 ,1,1,1
50721578,Rental unit in Queens · ★4.82 · 1 bedroom · 1 bed · 1 bath,391271295,Clara,Queens,Woodhaven,40.68524,-73.86503,Entire home/apt,110.0,30,49,2023-08-20,1.62,1,64,10,No License,4.82 ,1,1,1
10256457,Rental unit in Bronx · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,4681227,Radiris,Bronx,Norwood,40.87209,-73.87539,Private room,55.0,30,10,2023-11-06,0.1,1,282,1,No License,5.0 ,1,1,1
38871661,Rental unit in The Bronx · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,297673205,Michael,Bronx,Morris Park,40.84771,-73.84733,Private room,70.0,30,84,2023-12-19,1.61,2,180,6,No License,4.96 ,1,1,1
876143232213160517,Rental unit in The Bronx · 1 bedroom · 2 beds · 1 bath,484756533,Nancy,Bronx,Parkchester,40.84026688436884,-73.85596667167624,Entire home/apt,89.0,30,2,2023-08-27,0.37,1,308,2,No License,No rating,1,2,1
49055211,Rental unit in Queens · ★4.77 · 1 bedroom · 2 beds · 1 private bath,235062143,Luciano,Queens,East Elmhurst,40.76734,-73.86803,Private room,500.0,30,126,2023-10-01,3.83,1,179,48,No License,4.77 ,1,2,1
968991001405816296,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,12531773,Rennie,Manhattan,Harlem,40.8234,-73.95603,Private room,35.0,30,1,2023-10-04,0.32,3,245,1,No License,No rating,1,1,1
46913873,Rental unit in New York · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,378956905,James,Manhattan,Harlem,40.81752,-73.94521,Private room,175.0,30,72,2023-11-26,2.06,1,268,23,No License,4.93 ,1,1,1.5
53088652,Guest suite in Staten Island · ★4.38 · 2 bedrooms · 2 beds · 1 bath,236334741,Wendy,Staten Island,Rosebank,40.6137,-74.06728,Entire home/apt,60.0,30,52,2023-09-02,2.08,2,90,21,No License,4.38 ,2,2,1
1026932842296933504,Rental unit in Queens · ★New · 2 bedrooms · 2 beds · 1 bath,174291183,Amanda,Queens,Woodhaven,40.6864,-73.86599,Entire home/apt,96.0,30,1,2023-12-31,1.0,1,365,1,No License,New ,2,2,1
640612171111039003,Rental unit in Staten Island · ★4.38 · 2 bedrooms · 4 beds · 1 bath,32162495,Mostafa,Staten Island,Tompkinsville,40.63166,-74.09488,Entire home/apt,89.0,30,21,2023-11-05,1.12,2,180,13,No License,4.38 ,2,4,1
50755670,Guesthouse in Brooklyn · ★4.85 · 1 bedroom · 2 beds · 1 bath,410180930,Rustam,Brooklyn,East New York,40.66048,-73.87803,Entire home/apt,80.0,30,100,2023-08-09,3.31,1,365,20,No License,4.85 ,1,2,1
37750065,Rental unit in Queens · ★4.75 · 3 bedrooms · 4 beds · 2 baths,194940666,Quality,Queens,Far Rockaway,40.60563,-73.74971,Entire home/apt,195.0,30,12,2022-06-23,0.23,6,365,0,No License,4.75 ,3,4,2
883865094666339873,Home in Staten Island · ★5.0 · 3 bedrooms · 3 beds · 1 bath,24580977,Ed,Staten Island,St. George,40.64084008945984,-74.08648236110784,Entire home/apt,270.0,30,17,2023-11-26,2.16,3,365,17,No License,5.0 ,3,3,1
40516321,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,75248463,Jotham,Brooklyn,East Flatbush,40.64334,-73.9478,Private room,97.0,30,4,2022-06-20,0.08,6,296,0,No License,5.0 ,1,1,2
633321495378275269,Home in Bronx · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,371490719,Miguel,Bronx,Edenwald,40.89213,-73.84204,Private room,41.0,30,53,2023-10-08,2.88,2,339,35,No License,4.81 ,1,1,1
52280214,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,77063818,Angela,Brooklyn,Bay Ridge,40.63362,-74.01823,Private room,47.0,30,1,2023-10-21,0.38,7,90,1,No License,No rating,1,1,1
30425770,Home in Queens · ★4.75 · 3 bedrooms · 3 beds · 1.5 baths,128580688,-TheQueensCornerLot,Queens,Queens Village,40.7045,-73.7354,Entire home/apt,318.0,30,146,2023-07-31,2.37,1,365,4,No License,4.75 ,3,3,1.5
951320538131260952,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,73643860,Aicha,Brooklyn,East New York,40.67321611125816,-73.89150736285237,Entire home/apt,99.0,30,1,2023-09-30,0.3,2,124,1,No License,No rating,1,1,1
740681680733365066,Guest suite in The Bronx · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,52722718,Kevin,Bronx,Baychester,40.87059,-73.83871,Private room,40.0,30,7,2023-11-13,0.5,4,150,6,No License,4.86 ,1,1,1
713836647349232871,Rental unit in Queens · ★4.74 · 3 bedrooms · 5 beds · 1 bath,479109924,Angel,Queens,Far Rockaway,40.59614,-73.76051,Entire home/apt,120.0,30,31,2023-08-20,1.95,1,339,15,No License,4.74 ,3,5,1
46816415,Rental unit in New York · 2 bedrooms · 2 beds · 2 baths,54328307,Rafaela,Manhattan,Midtown,40.74567,-73.99055,Entire home/apt,1000.0,30,1,2021-04-02,0.03,1,0,0,No License,No rating,2,2,2
33526710,Rental unit in Brooklyn · ★4.81 · 1 bedroom · 1 bed · 1 bath,252628456,Lisa,Brooklyn,East New York,40.66098,-73.88861,Entire home/apt,125.0,30,86,2023-11-06,1.55,1,178,10,No License,4.81 ,1,1,1
746590856031183854,Guest suite in The Bronx · 1 bedroom · 2 beds · 1 shared bath,52722718,Kevin,Bronx,Baychester,40.87076,-73.83889,Private room,43.0,30,1,2023-03-25,0.1,4,141,1,No License,No rating,1,2,1
48017619,Home in Brooklyn · ★4.80 · 1 bedroom · 2 beds · 1 bath,387071756,Nikeisha,Brooklyn,East Flatbush,40.64256,-73.94523,Entire home/apt,70.0,30,10,2023-09-11,0.36,1,286,6,No License,4.80 ,1,2,1
42815488,Rental unit in New York · ★4.56 · 1 bedroom · 1 bed · 1 bath,341019038,Yuki,Manhattan,East Village,40.733535939025984,-73.99016218384963,Entire home/apt,81.0,2,186,2023-12-29,4.13,1,96,60,Exempt,4.56 ,1,1,1
878578926841233712,Rental unit in Brooklyn · ★4.98 · Studio · 1 bed · 1 bath,494891626,Romel,Brooklyn,Canarsie,40.6408540710442,-73.90996877739805,Private room,140.0,3,45,2024-01-03,6.03,2,358,45,OSE-STRREG-0000443,4.98 ,Studio,1,1
756606060975862828,Home in The Bronx · 1 bedroom · 1 bed · 1 shared bath,481108277,Evelyn,Bronx,Wakefield,40.89824,-73.85871,Private room,126.0,30,1,2022-11-17,0.07,4,365,0,No License,No rating,1,1,1
648030958567177305,Rental unit in Queens · 1 bedroom · 1 bed · 1 bath,2315692,Hugo,Queens,Ridgewood,40.70207,-73.90246,Entire home/apt,98.0,30,2,2023-07-09,0.11,1,74,1,No License,No rating,1,1,1
24961967,Condo in Brooklyn · ★3.33 · Studio · 1 bed · 1 bath,104684975,Studio,Brooklyn,Canarsie,40.64248,-73.90425,Entire home/apt,293.0,30,3,2020-01-01,0.06,1,88,0,No License,3.33 ,Studio,1,1
679620321278287273,Condo in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 2 baths,18750238,Zach,Brooklyn,Crown Heights,40.6713276,-73.9551087,Entire home/apt,263.0,30,4,2023-01-01,0.28,1,0,0,No License,5.0 ,2,2,2
54091057,Home in Bronx · 1 bedroom · 1 bed · 1 shared bath,422086864,Willie,Bronx,Williamsbridge,40.87886,-73.8449,Private room,50.0,30,1,2022-01-12,0.04,1,365,0,No License,No rating,1,1,1
686230134012274746,Home in The Bronx · ★5.0 · Studio · 1 bed · 1 bath,399414325,Jessica,Bronx,Kingsbridge,40.86985,-73.89933,Entire home/apt,60.0,30,8,2023-09-03,0.6,1,148,7,No License,5.0 ,Studio,1,1
16776959,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,39978070,Robert,Brooklyn,Bay Ridge,40.63254,-74.03161,Entire home/apt,60.0,90,2,2019-12-15,0.03,1,357,0,No License,No rating,1,1,1
43265776,Boutique hotel in New York · ★4.43 · Studio · 1 bed · 1 private bath,340938089,Citadines,Manhattan,Midtown,40.75705,-73.97909,Private room,1953.0,1,377,2023-05-12,8.55,2,147,7,Exempt,4.43 ,Studio,1,1
37058304,Rental unit in Brooklyn · ★5.0 · 4 bedrooms · 4 beds · 2 baths,65608448,Hong,Brooklyn,Crown Heights,40.66651,-73.92978,Entire home/apt,332.0,30,4,2023-08-27,0.08,3,365,1,No License,5.0 ,4,4,2
984877132975580649,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,19458285,Yael,Brooklyn,Flatbush,40.6343,-73.95244,Entire home/apt,130.0,30,1,2023-11-01,0.45,2,365,1,No License,No rating,1,1,1
36525799,Home in Queens · ★4.77 · 2 bedrooms · 3 beds · 1 bath,23911445,Yelena,Queens,Forest Hills,40.73361,-73.85461,Entire home/apt,131.0,30,87,2023-11-25,1.79,1,310,17,No License,4.77 ,2,3,1
35570396,Rental unit in New York · 1 bedroom · 4 beds · 1 shared bath,166984137,Piergiorgio,Manhattan,Harlem,40.81273,-73.94415,Private room,99.0,30,2,2019-08-31,0.04,1,0,0,No License,No rating,1,4,1
35684442,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,1100494,Murat And Mavi,Manhattan,Harlem,40.82392,-73.95409,Private room,45.0,30,3,2022-04-07,0.06,2,365,0,No License,5.0 ,1,1,2
17231011,Home in Rego Park · ★4.69 · 1 bedroom · 1 bed · 1.5 shared baths,116056294,Kabeer,Queens,Rego Park,40.72996,-73.85507,Private room,70.0,30,36,2020-10-22,0.43,2,365,0,No License,4.69 ,1,1,1.5
42249744,Townhouse in Brooklyn · ★4.94 · 4 bedrooms · 4 beds · 2.5 baths,39543399,Michael,Brooklyn,Park Slope,40.67097430837765,-73.97809766386119,Entire home/apt,600.0,30,18,2023-09-01,0.54,3,25,6,No License,4.94 ,4,4,2.5
578445066626711411,Condo in Queens · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,448665899,Yanchen,Queens,Corona,40.74598,-73.85674,Private room,78.0,30,16,2023-09-09,0.73,2,182,2,No License,4.50 ,1,1,1
40633892,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1.5 baths,8952737,Graham,Brooklyn,Williamsburg,40.71269,-73.9635,Private room,120.0,30,1,2020-01-02,0.02,1,0,0,No License,No rating,1,1,1.5
772683159414917117,Rental unit in The Bronx · ★4.42 · 2 bedrooms · 2 beds · 1 bath,125534010,Larissa,Bronx,Kingsbridge,40.87093610000001,-73.900649,Entire home/apt,131.0,30,12,2023-05-29,0.94,1,68,10,No License,4.42 ,2,2,1
47881216,Condo in Brooklyn · ★4.68 · 1 bedroom · 2 beds · 1 bath,289858949,Marc,Brooklyn,Sheepshead Bay,40.60031,-73.95353,Entire home/apt,125.0,30,73,2023-10-24,2.05,2,365,17,No License,4.68 ,1,2,1
984700559098637622,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,494743523,Alex,Brooklyn,East New York,40.66437639518379,-73.87910386962714,Shared room,32.0,30,1,2023-11-04,0.47,3,269,1,No License,No rating,1,1,1
51493500,Guesthouse in New York · 1 bedroom · 1 bed · 1 shared bath,417090315,Jaime,Manhattan,Washington Heights,40.85235,-73.93402,Private room,45.0,30,1,2021-08-15,0.03,1,0,0,No License,No rating,1,1,1
810927419583782639,Rental unit in Queens · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,163094301,Paola,Queens,Ditmars Steinway,40.77588056360088,-73.91300115523165,Private room,50.0,30,13,2023-09-09,1.15,1,269,13,No License,4.85 ,1,1,1
755864309002645553,Rental unit in Queens · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,486927614,Monica Del Pilar,Queens,Ditmars Steinway,40.77724,-73.9076,Private room,84.0,30,14,2023-10-26,1.02,1,352,12,No License,4.64 ,1,1,1
960095250227481773,Rental unit in New York · 2 bedrooms · 2 beds · 1 bath,421089506,Ny,Manhattan,Harlem,40.8241688,-73.94160780000001,Entire home/apt,99.0,31,1,2023-12-10,1.0,8,260,1,No License,No rating,2,2,1
778441097353195696,Rental unit in New York · ★4.56 · 1 bedroom · 1 bed · 1 bath,450161902,Natalie,Manhattan,East Harlem,40.80107,-73.9378,Entire home/apt,105.0,30,39,2023-12-10,3.03,18,239,33,No License,4.56 ,1,1,1
48830865,Rental unit in Brooklyn · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,32142173,Yury,Brooklyn,Greenpoint,40.72163,-73.940231,Private room,85.0,30,3,2021-09-18,0.09,1,310,0,No License,4.67 ,1,1,1
863806356540675439,Rental unit in The Bronx · 2 bedrooms · 3 beds · 1 bath,330698734,Sandra,Bronx,Wakefield,40.89719268697064,-73.85147172634343,Entire home/apt,100.0,30,2,2023-09-10,0.48,1,269,2,No License,No rating,2,3,1
50915436,Rental unit in New York · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,566838,Maksym,Manhattan,Harlem,40.81997,-73.94058,Private room,60.0,30,37,2023-10-30,2.48,5,363,24,No License,4.70 ,1,1,1
49044619,Rental unit in Queens · ★4.81 · 1 bedroom · 2 beds · 1 shared bath,231452775,Maria,Queens,Astoria,40.76596,-73.92276,Private room,99.0,2,107,2024-01-01,3.21,2,350,35,OSE-STRREG-0000447,4.81 ,1,2,1
804194,Rental unit in Brooklyn · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,4232762,Sigfus,Brooklyn,Williamsburg,40.7072505,-73.9399195,Private room,100.0,3,60,2023-12-23,0.45,3,59,24,OSE-STRREG-0000244,4.95 ,1,1,1
742232031742777766,Condo in New York · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,482399278,Ivan,Manhattan,Washington Heights,40.83806,-73.93792,Private room,31.0,30,19,2023-08-31,1.33,10,334,13,No License,4.68 ,1,1,1
53576447,Condo in New York · 1 bedroom · 1 bed · 1 bath,333017,Tatiana,Manhattan,Chelsea,40.74752,-73.99212,Entire home/apt,190.0,30,1,2022-03-02,0.04,1,34,0,No License,No rating,1,1,1
31201815,Place to stay in Bronx · ★4.95 · 1 bedroom · 2 beds · 1 bath,256031371,Tochi,Bronx,Melrose,40.81742589252395,-73.92135355254523,Entire home/apt,222.0,30,56,2023-09-24,0.97,1,180,43,No License,4.95 ,1,2,1
837867086560680679,Rental unit in Queens · ★5.0 · 1 bedroom · 2 beds · 1 bath,90153911,Ronny,Queens,Astoria,40.76695647458014,-73.91935364535313,Entire home/apt,90.0,30,5,2023-08-13,0.54,2,90,5,No License,5.0 ,1,2,1
600668206021723562,Rental unit in New York · ★4.29 · 1 bedroom · 1 bed · 1 bath,156047478,Doron,Manhattan,Harlem,40.81547,-73.939,Entire home/apt,87.0,30,7,2023-05-22,0.35,6,269,2,No License,4.29 ,1,1,1
774836316209687943,Home in Brooklyn · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,490257632,Al,Brooklyn,Fort Greene,40.69561134183831,-73.97587407284335,Private room,75.0,30,15,2023-09-23,1.29,4,365,15,No License,4.73 ,1,1,1
953828756330090292,Rental unit in New York · ★4.0 · 4 bedrooms · 6 beds · 1 bath,46179427,Angelo,Manhattan,East Village,40.73178593827139,-73.98634059447255,Entire home/apt,308.0,7,5,2023-12-23,2.05,1,261,5,OSE-STRREG-0000423,4.0 ,4,6,1
664418470710681998,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,14364040,Elena,Manhattan,Midtown,40.75759775614693,-73.96990677706471,Entire home/apt,90.0,30,1,2023-05-06,0.12,1,59,1,No License,No rating,1,1,1
28132314,Hotel in New York · 1 bedroom · 1 bed · 1 bath,212484716,Smyth Tribeca,Manhattan,Midtown,40.7568,-73.9648,Private room,291.0,1,1,2018-09-30,0.02,10,313,0,Exempt,No rating,1,1,1
158061,Home in Brooklyn · ★4.54 · 1 bedroom · 1 bed · 1 bath,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.68511,-73.91927,Private room,165.0,30,27,2017-10-08,0.18,4,365,0,No License,4.54 ,1,1,1
